,Bucket,Sentence
2314,10::13::12,TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 TYc1 FVc1 FVc1 FVc1 TYc1 USc1 FVc1 CGBc1 FVc1 FVc1 USc1 TYc1 TYc1 FVc1 TYc1 TYc1
2315,10::13::13,FVc1 FVc1 FVc1 FVc1 TYc1 TYc1 FVc1 FVc1 TYc1 USc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 TYc1 FVc1 FVc1 FVc1 TYc1 TYc1 TYc1 FVc1 TYc1 TYc1 USc1 USc1 CGBc1 TYc1 FVc1 FVc1 USc1 FVc1 TYc1 TYc1
2316,10::13::14,TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 FVc1 TYc1 FVc1 FVc1 FVc1 TYc1 FVc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 FVc1 FVc1 TYc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FVc1 FVc1 FVc1 TYc1 FVc1 USc1 USc1 FFc1 FFc1 FVc1 CGBc1 FVc1 FVc1 CGBc1
2317,10::13::15,TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 FVc1 FVc1 FVc1 USc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 USc1 FVc1 USc1 USc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 USc1 USc1 FVc1 FVc1 USc1 USc1 USc1 USc1 USc1 FVc1 FVc1
2318,10::13::16,FEIcm1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 FVc1 USc1 FVc1 TYc1 FVc1 USc1 FVc1 FVc1 TYc1 FVc1 FVc1 TYc1 USc1 FVc1 FVc1 FVc1 TYc1 TYc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 EDc1 FEIcm1 EDc1 EDc1 FEIcm1 FEIcm1 EDc1 EDc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 EDc1 FEIcm1 FEIcm1 EDc1 FEIcm1 EDc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 USc1 USc1
2319,10::13::17,EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 FVc1 EDc1 EDc1 EDc1 EDc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1
2320,10::13::18,TYc1 FVc1 TYc1 FVc1
2321,10::14::06,USc1 USc1 USc1 EDc1 USc1 USc1
2322,10::14::08,FEIcm1 LCOc1 LCOc1 LCOc1 LCOc1 LCOc1
2323,10::14::09,EDc1 LCOc1 LCOc1 LCOc1 LCOc1 LCOc1
2324,10::14::10,FVc1 FEIcm1 FEIcm1 FVc1 CGBc1 TYc1 LCOc1 LCOc1 LCOc1 LCOc1 LCOc1 LCOc1 LCOc1 LCOc1 LCOc1
2325,10::14::11,FVc1 TYc1 FVc1 FVc1 TYc1 LCOc1 LCOc1 LCOc1 LCOc1 LCOc1 LCOc1 LCOc1 LCOc1 LCOc1
2326,10::14::12,FVc1 FVc1 USc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 TYc1 TYc1 TYc1 LCOc1 LCOc1 LCOc1 LCOc1 LCOc1 CGBc1 CGBc1
2327,10::14::13,TYc1 TYc1 TYc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 TYc1 FVc1 USc1 FVc1 TYc1 USc1 TYc1 FVc1 TYc1 USc1 FVc1 TYc1 USc1 FVc1 USc1
2328,10::14::14,TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 USc1 TYc1 FVc1 TYc1 TYc1 TYc1 TYc1 TYc1 USc1 FVc1 TYc1 TYc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FVc1 FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 TYc1 FVc1 USc1 USc1 USc1 USc1 USc1 FVc1 CGBc1
2329,10::14::15,TYc1 USc1 USc1 USc1 USc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 USc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 FEIcm1 FEIcm1 FEIcm1 FVc1 FVc1 FVc1 FVc1 TYc1 FVc1 FVc1 TYc1 TYc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 USc1 USc1 USc1 USc1 USc1 FVc1 FVc1 FVc1 USc1 FVc1 FVc1 USc1 FVc1 FVc1 FVc1 USc1 FVc1 FVc1 USc1 FVc1 USc1 FVc1 FVc1 USc1 USc1 USc1 FVc1 USc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 FVc1 FVc1 USc1 FVc1 FVc1 FVc1 FVc1 USc1 FVc1 USc1 FVc1 USc1 FVc1 FVc1 FVc1 FVc1 USc1 FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 FVc1 FVc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 FEIcm1 FEIcm1 USc1 USc1 USc1 USc1 USc1 USc1 FVc1 FVc1
2330,10::14::16,FEIcm1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 USc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 USc1 TYc1 TYc1 USc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 FVc1 FVc1 TYc1 FVc1 USc1 TYc1 FVc1 USc1 TYc1 USc1 TYc1 USc1 FVc1 TYc1 USc1 FVc1 FVc1 USc1 FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 EDc1 EDc1 FEIcm1 EDc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 EDc1 EDc1 EDc1 EDc1 FEIcm1 FEIcm1 EDc1 EDc1 EDc1 EDc1 FEIcm1 FEIcm1 FEIcm1 USc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 USc1 USc1 FVc1 USc1 USc1 USc1 USc1 USc1 FVc1 FVc1
2331,10::14::17,EDc1 EDc1 TYc1 TYc1 FVc1 EDc1 TYc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 TYc1 FVc1 FVc1 USc1 FVc1 FVc1
2332,10::14::18,FVc1
2333,10::15::00,TYc1 TYc1 FVc1
2334,10::15::01,FVc1
2335,10::15::02,FVc1
2336,10::15::03,USc1
2337,10::15::05,USc1 USc1 FVc1 FVc1
2338,10::15::06,EDc1 CLc1 CLc1
2339,10::15::07,CGBc1 CLc1
2340,10::15::08,FVc1
2341,10::15::09,TYc1 FVc1 CGBc1 LCOc1
2342,10::15::10,FVc1 FVc1 LCOc1 LCOc1
2343,10::15::11,FVc1 FVc1 CLc1
2344,10::15::12,TYc1 FVc1 FVc1 FVc1 LCOc1 LCOc1 CLc1
2345,10::15::13,TYc1 TYc1 FVc1 FVc1 USc1 FVc1 TYc1 FVc1 USc1 USc1 FVc1 FVc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 CLc1
2346,10::15::14,TYc1 USc1 USc1 TYc1 USc1 USc1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 TYc1 USc1 TYc1 TYc1 USc1 TYc1 FVc1 FVc1 TYc1 USc1 FVc1 TYc1 TYc1 FVc1 TYc1 FVc1 USc1 USc1 TYc1 USc1 USc1 USc1 FVc1 FVc1 FVc1 TYc1 FVc1 TYc1 USc1 FVc1 USc1 TYc1 TYc1 USc1 TYc1 TYc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1
2347,10::15::15,USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 TYc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 TYc1 USc1 USc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 FEIcm1 FVc1 TYc1 TYc1 FVc1 FVc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 TYc1 USc1 TYc1 TYc1 TYc1 USc1 USc1 USc1 USc1 USc1 FVc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 TYc1 USc1 TYc1 USc1 USc1 USc1 USc1 USc1 FVc1 USc1 USc1 FVc1 USc1 USc1 USc1 USc1 USc1 FVc1 USc1 USc1 FVc1 USc1 FVc1 USc1 USc1 USc1 USc1 FVc1 USc1 USc1 USc1 FVc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 FVc1 USc1 TYc1 TYc1 USc1 TYc1 TYc1 FVc1 FVc1 USc1 USc1 FVc1 USc1 USc1 USc1 USc1 FVc1 USc1 FVc1 USc1 USc1 FVc1 USc1 USc1 USc1 USc1 TYc1 FVc1 TYc1 FVc1 TYc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 FVc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 TYc1 USc1 USc1 FVc1 FVc1 FVc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 FVc1 FVc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 FEIcm1 FEIcm1 USc1 FEIcm1 USc1 FEIcm1 FEIcm1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 FVc1 FVc1 USc1 FVc1 FVc1 FVc1 TYc1 FVc1 FVc1 FVc1 TYc1 CGBc1 CGBc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1
2348,10::15::16,USc1 USc1 USc1 USc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 USc1 TYc1 USc1 USc1 USc1 USc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 USc1 USc1 TYc1 TYc1 TYc1 USc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 USc1 USc1 TYc1 USc1 TYc1 USc1 USc1 TYc1 TYc1 USc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 TYc1 USc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 TYc1 USc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 TYc1 USc1 USc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 USc1 TYc1 USc1 TYc1 USc1 USc1 TYc1 TYc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 TYc1 USc1 FVc1 TYc1 FVc1 TYc1 USc1 FVc1 USc1 FVc1 TYc1 USc1 FVc1 TYc1 FVc1 USc1 USc1 FVc1 TYc1 USc1 FVc1 FVc1 TYc1 USc1 FVc1 USc1 USc1 FVc1 FVc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 FVc1 TYc1 FVc1 TYc1 TYc1 FVc1 TYc1 FVc1 TYc1 FVc1 TYc1 TYc1 FVc1 FVc1 TYc1 TYc1 FVc1 TYc1 FVc1 FVc1 TYc1 FVc1 TYc1 FVc1 TYc1 TYc1 FVc1 TYc1 TYc1 FVc1 TYc1 FVc1 TYc1 TYc1 TYc1 FVc1 FVc1 TYc1 TYc1 TYc1 FVc1 TYc1 FVc1 TYc1 TYc1 TYc1 FVc1 TYc1 FVc1 TYc1 FVc1 TYc1 FVc1 TYc1 FVc1 TYc1 FVc1 TYc1 TYc1 TYc1 FVc1 TYc1 FVc1 TYc1 FVc1 TYc1 FVc1 TYc1 FVc1 TYc1 TYc1 TYc1 FVc1 TYc1 FVc1 FVc1 TYc1 FVc1 TYc1 FVc1 TYc1 FVc1 FVc1 TYc1 FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 TYc1 FVc1 TYc1 FVc1 FVc1 FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 EDc1 EDc1 FEIcm1 EDc1 FEIcm1 USc1 EDc1 USc1 EDc1 USc1 EDc1 USc1 USc1 FVc1 FVc1 USc1 USc1 USc1 USc1 FEIcm1 USc1 FEIcm1 USc1 FEIcm1 USc1 USc1 USc1 USc1 USc1 FEIcm1 FEIcm1 FVc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 TYc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 FVc1 USc1 USc1 USc1 USc1 USc1 FVc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 TYc1
2349,10::15::17,TYc1 TYc1 TYc1 TYc1 EDc1 EDc1 TYc1 TYc1 FVc1 FVc1 FVc1 FVc1 TYc1 TYc1 EDc1 EDc1 FVc1 FVc1 FVc1 TYc1 TYc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 FVc1 USc1 USc1 USc1 FVc1 FVc1 USc1 USc1 USc1 USc1 FVc1 USc1 USc1 USc1 USc1 USc1 USc1 FVc1 USc1 USc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 TYc1 FVc1 USc1 FVc1 USc1 USc1 FVc1 USc1 FVc1 USc1 USc1 FVc1 FVc1 USc1 FVc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 FVc1 USc1 USc1 USc1 USc1 USc1 FVc1 USc1 USc1 FVc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 FVc1 FVc1
2350,10::15::18,FVc1 TYc1 TYc1 TYc1 FVc1 TYc1 FVc1 FVc1 TYc1 FVc1 FVc1 TYc1 FVc1 TYc1 FVc1 FVc1 FVc1
2351,10::16::01,FVc1 FVc1
2352,10::16::02,FVc1
2353,10::16::03,FVc1 FVc1
2354,10::16::04,FVc1 FVc1
2355,10::16::05,FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1
2356,10::16::06,FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 FVc1 FVc1 FVc1
2357,10::16::07,TYc1 TYc1 TYc1 FVc1 TYc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1
2358,10::16::08,TYc1 TYc1 FVc1 FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 TYc1 TYc1
2359,10::16::09,TYc1 FVc1 TYc1 FVc1 FVc1 USc1 FVc1 FVc1 TYc1 FVc1 TYc1 CLc1
2360,10::16::10,FVc1 FVc1 TYc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 TYc1
2361,10::16::11,FVc1 FVc1 TYc1 FVc1 TYc1 TYc1 FVc1 FVc1 FVc1 FVc1 TYc1 TYc1 FVc1
2362,10::16::12,FVc1 FVc1 TYc1 FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 TYc1 FVc1 TYc1 TYc1 FVc1
2363,10::16::13,USc1 USc1 FVc1 TYc1 FVc1 FVc1 FVc1 TYc1 TYc1 TYc1 TYc1 TYc1 FVc1 TYc1 FVc1 CLc1 CLc1 CLc1 CLc1 CLc1
2364,10::16::14,USc1 USc1 USc1 USc1 TYc1 USc1 TYc1 USc1 USc1 USc1 TYc1 TYc1 TYc1 TYc1 FVc1 FVc1 FVc1 FVc1 TYc1 TYc1 FVc1 FVc1 TYc1 TYc1 TYc1 TYc1 FVc1 FVc1 FVc1 TYc1 TYc1 TYc1 FVc1 FVc1 FVc1 TYc1 USc1 USc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1
2365,10::16::15,USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 TYc1 TYc1 TYc1 TYc1 USc1 USc1 FVc1 TYc1 TYc1 USc1 TYc1 TYc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 USc1 TYc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 TYc1 FVc1 TYc1 TYc1 FVc1 FVc1 TYc1 USc1 TYc1 FVc1 USc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1 CLc1
