,Bucket,Sentence
2215,10::07::10,TYc1 FVc1 FVc1 TYc1 USc1 FVc1 FFc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 FFc1 FFc1 FFc1 FFc1 FFc1 FFc1 FFc1 EDc1 EDc1 FFc1 FVc1 BAXc1 BAXc1
2216,10::07::11,USc1 FVc1 FVc1 FFc1 FFc1 FFc1 USc1 EDc1 EDc1 FFc1 FFc1 FFc1 FFc1 FFc1 FFc1 FFc1 FFc1 CGBc1 CGBc1
2217,10::07::12,FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FVc1 FFc1 FFc1 FFc1 EDc1 EDc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1
2218,10::07::13,FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 CGBc1 CGBc1 CGBc1
2219,10::07::14,FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FFc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1
2220,10::07::15,FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 EDc1 USc1 CGBc1
2221,10::07::16,FEIcm1 FEIcm1 FEIcm1 EDc1 EDc1 EDc1 CGBc1
2222,10::07::17,FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 FVc1
2223,10::07::18,FVc1 FVc1 FVc1 FVc1 FVc1
2224,10::08::00,FVc1
2225,10::08::03,CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1
2226,10::08::04,FVc1 USc1 TYc1 TYc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1
2227,10::08::05,FVc1 FVc1 FVc1 USc1 FVc1 FVc1 TYc1 TYc1 FVc1 TYc1 TYc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1
2228,10::08::06,TYc1 TYc1 USc1 USc1 FVc1 TYc1 FVc1 FVc1 FVc1 TYc1 TYc1 FVc1 FVc1 FVc1 TYc1 FVc1 USc1 TYc1 FVc1 USc1 FVc1 EMc1 USc1 CGBc1 USc1 USc1 USc1 CGBc1 FVc1 CGBc1
2229,10::08::07,TYc1 FVc1 TYc1 TYc1 FVc1 TYc1 FVc1 TYc1 FVc1 TYc1 FVc1 TYc1 FVc1 FVc1 EDc1 USc1 USc1 TYc1 USc1
2230,10::08::08,FVc1 TYc1 TYc1 FVc1 USc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 TYc1 FVc1 USc1 USc1 TYc1 TYc1 FVc1 FVc1 FVc1 EDc1 EDc1 USc1 EDc1 FFc1 FFc1 USc1 USc1 FVc1 FVc1 FVc1 FFc1
2231,10::08::09,FVc1 TYc1 USc1 FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 FVc1 TYc1 FVc1 FVc1 TYc1 TYc1 EDc1 EDc1 USc1 FFc1 FFc1 USc1 FVc1
2232,10::08::10,USc1 USc1 FVc1 TYc1 FVc1 USc1 USc1 FVc1 TYc1 TYc1 TYc1 TYc1 EDc1 EDc1 FFc1 EDc1 EDc1 FFc1 FFc1 FFc1 FFc1 FFc1 EDc1 EDc1 USc1 USc1 FVc1 FVc1 FVc1 CGBc1
2233,10::08::11,USc1 USc1 USc1 USc1 TYc1 FFc1 FFc1 EDc1 USc1 CGBc1 CGBc1 FFc1 CGBc1 CGBc1
2234,10::08::12,FVc1 FVc1 FVc1 FVc1 USc1 FFc1 EDc1 EDc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1
2235,10::08::13,FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 FEIcm1 FEIcm1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 CGBc1 CGBc1 CGBc1
2236,10::08::14,TYc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 FEIcm1 FEIcm1 FVc1 FVc1 FEIcm1 FEIcm1 FVc1 FEIcm1 FVc1 FEIcm1 FEIcm1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 USc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1
2237,10::08::15,FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 FVc1 USc1 FVc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1
2238,10::08::16,FVc1 EDc1
2239,10::08::17,TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1
2240,10::08::18,FVc1
2241,10::09::00,FVc1 TYc1
2242,10::09::03,CGBc1 CGBc1 CGBc1 CGBc1
2243,10::09::04,USc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1
2244,10::09::05,TYc1 FVc1 USc1 USc1 TYc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1
2245,10::09::06,USc1 TYc1 TYc1 FVc1 USc1 USc1 USc1 TYc1 TYc1 TYc1 CGBc1 CGBc1
2246,10::09::07,USc1 FVc1 TYc1 FVc1 TYc1 TYc1 FVc1 USc1 FVc1 USc1 USc1 FVc1
2247,10::09::08,FVc1 USc1 FVc1 TYc1 TYc1 FVc1 USc1 TYc1 FVc1 FVc1 FVc1 TYc1 USc1 TYc1 TYc1 USc1 FVc1 EDc1 USc1 TYc1 USc1 USc1 CGBc1 FVc1 FVc1
2248,10::09::09,TYc1 FVc1 FVc1 FVc1 TYc1 FVc1 FVc1 USc1 USc1 TYc1 USc1 TYc1 CGBc1 FVc1 FVc1
2249,10::09::10,TYc1 TYc1 TYc1 FVc1 FVc1 TYc1 TYc1 TYc1 TYc1 FVc1 FVc1 TYc1 TYc1 TYc1 TYc1 TYc1 FVc1 TYc1 USc1 FVc1 TYc1 FVc1 FVc1 USc1 EDc1 EDc1 FFc1 FFc1 FFc1 FFc1 USc1 FFc1 USc1 TYc1 FVc1
2250,10::09::11,USc1 USc1 TYc1 USc1 USc1 FVc1 USc1 TYc1 FVc1 TYc1 FVc1 USc1 USc1 USc1 TYc1 FVc1 FVc1 USc1 FFc1 CGBc1 CGBc1
2251,10::09::12,FVc1 FVc1 FVc1 USc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 EDc1 EDc1 USc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 FVc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1
2252,10::09::13,FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 USc1 FEIcm1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 TYc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1
2253,10::09::14,TYc1 TYc1 TYc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 FEIcm1 FEIcm1 FEIcm1 FVc1 FEIcm1 FEIcm1 FVc1 FEIcm1 FVc1 FVc1 TYc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 FEIcm1 FVc1 FEIcm1 FVc1 FVc1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1
2254,10::09::15,TYc1 TYc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 FEIcm1 FEIcm1 FEIcm1 FVc1 USc1 USc1 USc1 USc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1
2255,10::09::16,FEIcm1 FEIcm1 TYc1 TYc1
2256,10::09::17,TYc1 FVc1 FVc1 TYc1 FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 TYc1 FVc1 FVc1 TYc1 USc1 USc1 USc1
2257,10::09::18,TYc1 TYc1
2258,10::10::00,TYc1 FVc1 TYc1
2259,10::10::03,FEIcm1 CGBc1
2260,10::10::04,TYc1
2261,10::10::05,TYc1 FVc1 TYc1 CGBc1
2262,10::10::06,USc1 TYc1 USc1 CGBc1 TYc1 TYc1 CGBc1 TYc1 CGBc1 CGBc1 CGBc1 LCOc1 CGBc1
2263,10::10::07,TYc1 FVc1 FVc1 FVc1 TYc1 FFc1 FVc1
2264,10::10::08,USc1 TYc1 FVc1 FVc1 TYc1 USc1 FVc1 USc1 USc1 FVc1 TYc1 TYc1 TYc1
2265,10::10::09,FVc1 FVc1 USc1 FVc1 TYc1 FVc1 FVc1 TYc1 FVc1 USc1 TYc1 USc1 USc1 USc1 TYc1 TYc1 FFc1 FVc1 CGBc1 USc1
2266,10::10::10,TYc1 FVc1 FVc1 FVc1 FVc1 TYc1 FVc1 USc1 USc1 TYc1 TYc1 USc1 FVc1 USc1 USc1 USc1 TYc1 FVc1 FVc1 FVc1
2267,10::10::11,FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 TYc1 TYc1 TYc1 FVc1 USc1 USc1 TYc1 USc1 USc1 FFc1 TYc1 FVc1
2268,10::10::12,FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 USc1 TYc1 USc1 FEIcm1 FEIcm1 TYc1 FEIcm1 FEIcm1 TYc1 USc1 EDc1 EDc1 USc1 CGBc1 CGBc1 CGBc1 CGBc1
2269,10::10::13,FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 FEIcm1 TYc1 USc1 FEIcm1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 USc1 FVc1 CGBc1 FVc1
2270,10::10::14,TYc1 TYc1 TYc1 TYc1 TYc1 FEIcm1 FVc1 FEIcm1 FVc1 FVc1 FEIcm1 FEIcm1 FVc1 FEIcm1 FVc1 FVc1 FVc1 TYc1 FVc1 FEIcm1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FVc1 FEIcm1 FEIcm1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 FEIcm1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1
2271,10::10::15,TYc1 TYc1 TYc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 EDc1 EDc1 USc1 USc1 USc1 USc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1
2272,10::10::16,FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 EDc1 EDc1 EDc1
2273,10::10::17,EDc1 TYc1 TYc1 FVc1 TYc1 FVc1 FVc1 TYc1 FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 USc1 TYc1
2274,10::10::18,TYc1 TYc1
2275,10::11::00,FVc1 FVc1
2276,10::11::05,CGBc1 CGBc1
2277,10::11::06,USc1 EDc1 TYc1 TYc1 CGBc1 CGBc1
2278,10::11::07,TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1
2279,10::11::08,TYc1 USc1 TYc1 TYc1 USc1
2280,10::11::09,FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 FVc1 TYc1 USc1 FVc1 USc1 FVc1 USc1 TYc1 USc1 TYc1 TYc1 TYc1 USc1 USc1 TYc1
2281,10::11::10,FVc1 FVc1 TYc1 TYc1 USc1 USc1 FVc1 USc1 TYc1 USc1 FVc1 EDc1 FFc1 USc1 FVc1 CGBc1 TYc1 FVc1
2282,10::11::11,FVc1 TYc1 USc1 FVc1 FVc1 USc1 FVc1 TYc1 TYc1 TYc1 USc1 FVc1 FVc1 FVc1 FFc1 USc1 USc1 FVc1 FVc1 FVc1 FVc1 FVc1
2283,10::11::12,FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 FVc1 FVc1 FVc1 TYc1 TYc1 USc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 TYc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 TYc1 TYc1 TYc1 TYc1 FVc1 TYc1 EDc1 USc1 CGBc1 FVc1 FVc1 CGBc1 CGBc1 CGBc1 CGBc1
2284,10::11::13,FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 USc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 FVc1 USc1 USc1 CGBc1 FVc1
2285,10::11::14,TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 TYc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 FVc1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FVc1 FEIcm1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 FEIcm1 FVc1 FEIcm1 FEIcm1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FVc1 FEIcm1 FEIcm1 FEIcm1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 USc1 FFc1 USc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1
2286,10::11::15,TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 USc1 USc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1 CGBc1
2287,10::11::16,FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 TYc1 TYc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 EDc1 EDc1
2288,10::11::17,TYc1 TYc1 FVc1 FVc1 FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1
2289,10::11::18,TYc1 FVc1
2290,10::12::03,CLc1 CLc1
2291,10::12::05,EDc1 EDc1
2292,10::12::06,EDc1 EDc1 EDc1 CGBc1
2293,10::12::07,TYc1
2294,10::12::08,FVc1 TYc1 TYc1
2295,10::12::09,USc1 FEIcm1 TYc1 FVc1 USc1 CGBc1 TYc1 TYc1
2296,10::12::10,TYc1 FEIcm1 FVc1 TYc1 TYc1 FVc1 TYc1 FFc1 USc1 FVc1 USc1 TYc1 LCOc1
2297,10::12::11,FVc1 FVc1 FVc1 FVc1 TYc1 FVc1 FEIcm1 TYc1 USc1 USc1 FVc1 USc1 USc1 FVc1 TYc1 USc1 FVc1 TYc1 USc1 FFc1 EDc1 USc1 FVc1 LCOc1
2298,10::12::12,FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FVc1 TYc1 TYc1 USc1 USc1 TYc1 TYc1 FVc1 USc1 FVc1 TYc1 USc1 USc1 TYc1 TYc1 USc1 TYc1 TYc1 FVc1 CGBc1
2299,10::12::13,FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 TYc1 TYc1 FVc1 FVc1 FVc1 USc1 USc1 TYc1 FVc1 FVc1 FVc1 TYc1
2300,10::12::14,TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 FVc1 TYc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 FVc1 FVc1 TYc1 USc1 FVc1 FVc1 FEIcm1 FEIcm1 FVc1 FEIcm1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 FEIcm1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FVc1 FEIcm1 FEIcm1 FEIcm1 FVc1 FVc1 FEIcm1 FVc1 FVc1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FEIcm1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 CGBc1
2301,10::12::15,TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 TYc1 FEIcm1 FEIcm1 TYc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 USc1 FVc1 USc1 USc1 CGBc1 CGBc1 CGBc1
2302,10::12::16,FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 TYc1 TYc1 TYc1 TYc1 FVc1 FVc1 FVc1 FVc1 TYc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 EDc1 EDc1 FEIcm1 EDc1 EDc1 FEIcm1 EDc1 FEIcm1 EDc1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 FEIcm1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 USc1
2303,10::12::17,EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 EDc1 TYc1 EDc1 EDc1 TYc1 TYc1 FVc1 TYc1 FVc1 FVc1 FVc1 FVc1 FVc1 FVc1 TYc1 TYc1 TYc1 FVc1
2304,10::12::18,TYc1 TYc1 TYc1
2305,10::13::00,FVc1
2306,10::13::03,FEIcm1
2307,10::13::05,FEIcm1 EDc1 EDc1 LCOc1
2308,10::13::06,EDc1 EDc1 EDc1 LCOc1 LCOc1
2309,10::13::07,EDc1 EDc1 CGBc1 LCOc1
2310,10::13::08,FEIcm1 LCOc1
2311,10::13::09,USc1 FEIcm1 FEIcm1 FVc1 FVc1 TYc1 CGBc1 CGBc1 TYc1 LCOc1 LCOc1 LCOc1
2312,10::13::10,FVc1 FVc1 FVc1 TYc1 USc1 TYc1 USc1 TYc1 LCOc1
2313,10::13::11,FVc1 FVc1 FEIcm1 FEIcm1 FEIcm1 FVc1 FVc1 TYc1 TYc1 CGBc1 TYc1
